region,date,weekday,weekend,red_day,avalanche,DangerLevel,CloudCoverId,Nedbor,Vindstyrke,Temperatur_min,Temperatur_max,AvalProbabilityId_0,AvalCauseId_0,DestructiveSizeId_0,AvalTriggerSimpleId_0,AvalProbabilityId_3,AvalCauseId_3,DestructiveSizeId_3,AvalTriggerSimpleId_3,AvalProbabilityId_5,AvalCauseId_5,DestructiveSizeId_5,AvalTriggerSimpleId_5,AvalProbabilityId_7,AvalCauseId_7,DestructiveSizeId_7,AvalTriggerSimpleId_7,AvalProbabilityId_10,AvalCauseId_10,DestructiveSizeId_10,AvalTriggerSimpleId_10,AvalProbabilityId_30,AvalCauseId_30,DestructiveSizeId_30,AvalTriggerSimpleId_30,AvalProbabilityId_45,AvalCauseId_45,DestructiveSizeId_45,AvalTriggerSimpleId_45,AvalProbabilityId_50,AvalCauseId_50,DestructiveSizeId_50,AvalTriggerSimpleId_50
3003,2017-12-04,1,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,2,10,0,0,0,0,0,0,0,0,0,0,0,0
3007,2017-12-04,1,0,0,0,3,30,5,Frisk bris,-10,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,2,21,0,0,0,0,0,0,0,0
3009,2017-12-04,1,0,0,0,2,30,6,Frisk bris,-12,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,2,21,0,0,0,0,0,0,0,0
3010,2017-12-04,1,0,0,0,3,30,16,Frisk bris,-12,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,2,21,0,0,0,0,0,0,0,0
3011,2017-12-04,1,0,0,1,3,30,12,Frisk bris,-7,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,2,21,0,0,0,0,0,0,0,0
3012,2017-12-04,1,0,0,0,3,30,9,Frisk bris,-9,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,2,21,0,0,0,0,0,0,0,0
3013,2017-12-04,1,0,0,0,2,30,7,Frisk bris,-11,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,2,21,0,0,0,0,0,0,0,0
3014,2017-12-04,1,0,0,0,2,30,9,Frisk bris,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,3,21,0,0,0,0,0,0,0,0,0,0,0,0
3015,2017-12-04,1,0,0,0,2,30,12,Frisk bris,-12,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,10,3,19,3,10,0,0,0,0,0,0,0,0
3016,2017-12-04,1,0,0,0,3,30,12,Frisk bris,-12,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,21,3,13,3,10,0,0,0,0,0,0,0,0
3017,2017-12-04,1,0,0,0,3,30,9,Frisk bris,-11,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,21,3,13,3,10,0,0,0,0,0,0,0,0
3022,2017-12-04,1,0,0,0,3,30,12,Frisk bris,-9,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,21,0,0,0,0,0,0,0,0
3023,2017-12-04,1,0,0,0,3,30,12,Frisk bris,-9,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,21,0,0,0,0,0,0,0,0
3024,2017-12-04,1,0,0,0,3,30,10,Frisk bris,-9,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,21,0,0,0,0,0,0,0,0
3027,2017-12-04,1,0,0,0,3,20,10,Bris,-9,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,21,0,0,0,0,0,0,0,0
3028,2017-12-04,1,0,0,0,2,20,1,Liten kuling,-11,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,10,0,0,0,0,0,0,0,0,0,0,0,0
3029,2017-12-04,1,0,0,0,2,20,5,Frisk bris,-9,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,2,10,0,0,0,0,0,0,0,0,0,0,0,0
3031,2017-12-04,1,0,0,0,3,20,8,Bris,-8,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,3,10,0,0,0,0,0,0,0,0
3032,2017-12-04,1,0,0,0,2,10,0,Frisk bris,-10,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,10,0,0,0,0,0,0,0,0,0,0,0,0
3034,2017-12-04,1,0,0,0,3,20,7,Frisk bris,-9,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,3,10,0,0,0,0,0,0,0,0
3035,2017-12-04,1,0,0,0,1,10,0,Frisk bris,-10,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
3003,2017-12-05,2,0,0,0,1,20,0,Frisk bris,-14,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,2,10,0,0,0,0,0,0,0,0,0,0,0,0
3007,2017-12-05,2,0,0,0,2,20,1,Bris,-10,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,2,21,0,0,0,0,0,0,0,0
3009,2017-12-05,2,0,0,0,2,20,5,Bris,-12,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,2,22,0,0,0,0,0,0,0,0
3010,2017-12-05,2,0,0,0,3,20,4,Bris,-11,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,3,19,3,21,0,0,0,0,0,0,0,0
3011,2017-12-05,2,0,0,0,3,30,4,Bris,-6,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,3,19,3,21,0,0,0,0,0,0,0,0
3012,2017-12-05,2,0,0,0,3,30,7,Bris,-8,-3,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,0,0,0,0,3,11,2,21,0,0,0,0,0,0,0,0
3013,2017-12-05,2,0,0,0,3,20,7,Bris,-10,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,3,21,3,19,2,21,0,0,0,0,0,0,0,0
3014,2017-12-05,2,0,0,0,3,30,7,Frisk bris,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,21,0,0,0,0,0,0,0,0,0,0,0,0
3015,2017-12-05,2,0,0,0,3,30,18,Frisk bris,-11,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,21,3,19,3,10,0,0,0,0,0,0,0,0
3016,2017-12-05,2,0,0,0,3,30,14,Frisk bris,-11,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,21,3,13,2,10,0,0,0,0,0,0,0,0
3017,2017-12-05,2,0,0,0,3,30,16,Frisk bris,-9,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,21,3,13,3,10,0,0,0,0,0,0,0,0
3022,2017-12-05,2,0,0,0,3,30,15,Liten kuling,-9,-1,0,0,0,0,0,0,0,0,3,24,1,22,3,10,2,21,0,0,0,0,3,11,3,21,0,0,0,0,0,0,0,0
3023,2017-12-05,2,0,0,0,3,30,15,Stiv kuling,-8,0,0,0,0,0,0,0,0,0,3,24,1,22,3,10,2,21,0,0,0,0,3,11,3,21,0,0,0,0,0,0,0,0
3024,2017-12-05,2,0,0,0,3,30,18,Stiv kuling,-7,1,0,0,0,0,0,0,0,0,3,24,1,22,3,10,2,21,0,0,0,0,0,0,0,0,3,22,2,22,0,0,0,0
3027,2017-12-05,2,0,0,0,3,30,25,Liten kuling,-6,1,0,0,0,0,0,0,0,0,3,24,2,22,3,10,3,21,0,0,0,0,0,0,0,0,3,22,2,22,0,0,0,0
3028,2017-12-05,2,0,0,1,2,30,5,Stiv kuling,-8,-2,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,0,0,0,0,0,0,0,0,3,22,2,21,0,0,0,0
3029,2017-12-05,2,0,0,0,3,30,25,Liten kuling,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,0,0,0,0,0,0,0,0,3,22,2,22,0,0,0,0
3031,2017-12-05,2,0,0,0,3,30,45,Liten kuling,-3,1,0,0,0,0,0,0,0,0,3,24,2,22,0,0,0,0,0,0,0,0,3,19,3,10,3,22,3,22,0,0,0,0
3032,2017-12-05,2,0,0,0,3,30,10,Liten kuling,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,0,0,0,0,0,0,0,0,3,22,3,22,0,0,0,0
3034,2017-12-05,2,0,0,0,4,30,70,Stiv kuling,-3,1,0,0,0,0,0,0,0,0,3,24,2,22,5,10,3,22,0,0,0,0,0,0,0,0,3,22,3,22,0,0,0,0
3035,2017-12-05,2,0,0,0,2,30,5,Stiv kuling,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,0,0,0,0,0,0,0,0,3,22,2,22,0,0,0,0
3003,2017-12-06,3,0,0,0,1,20,0,Frisk bris,-10,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,2,10,0,0,0,0,0,0,0,0,0,0,0,0
3007,2017-12-06,3,0,0,0,3,20,5,Frisk bris,-10,-4,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,0,0,0,0,3,19,3,21,0,0,0,0,0,0,0,0
3009,2017-12-06,3,0,0,0,3,20,2,Frisk bris,-13,-6,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,0,0,0,0,3,19,3,21,0,0,0,0,0,0,0,0
3010,2017-12-06,3,0,0,0,3,30,3,Frisk bris,-10,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,3,19,3,21,0,0,0,0,0,0,0,0
3011,2017-12-06,3,0,0,0,3,20,4,Bris,-6,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,3,19,3,10,0,0,0,0,0,0,0,0
3012,2017-12-06,3,0,0,0,3,20,8,Bris,-8,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,3,11,2,21,0,0,0,0,0,0,0,0
3013,2017-12-06,3,0,0,0,3,20,4,Bris,-11,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,3,21,3,19,2,21,0,0,0,0,0,0,0,0
3014,2017-12-06,3,0,0,0,2,30,4,Bris,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,0,0,0,0,0,0,0,0,0,0,0,0
3015,2017-12-06,3,0,0,0,3,20,7,Bris,-11,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,21,3,19,3,10,0,0,0,0,0,0,0,0
3016,2017-12-06,3,0,0,0,3,20,4,Bris,-13,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,21,3,13,2,10,0,0,0,0,0,0,0,0
3017,2017-12-06,3,0,0,0,3,20,2,Bris,-14,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,21,3,13,3,10,0,0,0,0,0,0,0,0
3022,2017-12-06,3,0,0,0,3,30,5,Bris,-12,-2,0,0,0,0,3,24,2,22,0,0,0,0,3,10,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3023,2017-12-06,3,0,0,0,3,30,8,Bris,-12,0,0,0,0,0,0,0,0,0,0,24,0,0,3,10,3,21,0,0,0,0,0,0,0,0,3,22,3,22,0,0,0,0
3024,2017-12-06,3,0,0,0,3,30,12,Bris,-9,2,0,0,0,0,0,0,0,0,3,24,1,22,0,0,0,0,0,0,0,0,0,0,0,0,3,22,3,22,0,0,0,0
3027,2017-12-06,3,0,0,0,3,30,25,Bris,-6,3,0,0,0,0,0,0,0,0,3,24,2,22,0,0,0,0,0,0,0,0,0,0,0,0,3,22,3,22,0,0,0,0
3028,2017-12-06,3,0,0,0,2,30,8,Bris,-9,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,10,0,0,0,0,0,0,0,0,3,22,2,10,0,0,0,0
3029,2017-12-06,3,0,0,0,2,30,15,Bris,-5,2,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,10,0,0,0,0,0,0,0,0,3,22,2,22,0,0,0,0
3031,2017-12-06,3,0,0,0,3,30,35,Bris,-2,2,0,0,0,0,0,0,0,0,3,24,1,21,0,0,0,0,0,0,0,0,0,0,0,0,3,22,2,22,0,0,0,0
3032,2017-12-06,3,0,0,0,2,30,5,Bris,-4,1,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,10,0,0,0,0,0,0,0,0,3,22,2,10,0,0,0,0
3034,2017-12-06,3,0,0,0,3,30,45,Frisk bris,-1,2,0,0,0,0,0,0,0,0,3,24,2,22,0,0,0,0,0,0,0,0,0,0,0,0,3,22,3,22,0,0,0,0
3035,2017-12-06,3,0,0,0,2,30,5,Frisk bris,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,10,0,0,0,0,0,0,0,0,3,22,2,10,0,0,0,0
3003,2017-12-07,4,0,0,0,2,20,1,Frisk bris,-11,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,2,21,0,0,0,0,0,0,0,0,0,0,0,0
3007,2017-12-07,4,0,0,0,2,10,3,Bris,-14,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,3,19,3,10,0,0,0,0,0,0,0,0
3009,2017-12-07,4,0,0,0,2,10,0,Bris,-18,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,3,19,3,10,0,0,0,0,0,0,0,0
3010,2017-12-07,4,0,0,0,3,10,0,Bris,-14,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,3,19,3,21,0,0,0,0,0,0,0,0
3011,2017-12-07,4,0,0,0,3,10,0,Frisk bris,-9,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,3,19,3,10,0,0,0,0,0,0,0,0
